FIPS,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
19163,14.0,14.0,7.0,3.0,3.0,2.0,8.0,17.0,16.0,8.0,2.0,14.0,12.0,13.0,24.0,23.0,15.0,13.0,15.0,4.0,11.0,15.0,14.0,-1.0,10.0,7.0,4.0,8.0,-7.0,-5.0,2.0,-17.0,-31.0,-36.0,-36.0,-47.0,-53.0,-40.0,-39.0,-39.0,-41.0,-42.0,-49.0,-50.0,-32.0,-37.0,-32.0,-38.0,-38.0,-47.0,-45.0,-38.0,-37.0,-39.0,-43.0,-37.0,-48.0
19193,9.0,16.0,5.0,1.0,-15.0,-1.0,17.0,7.0,17.0,6.0,3.0,13.0,13.0,11.0,10.0,23.0,9.0,11.0,13.0,4.0,5.0,0.0,15.0,-5.0,-2.0,9.0,6.0,10.0,-10.0,0.0,5.0,-14.0,-22.0,-35.0,-37.0,-44.0,-40.0,-33.0,-34.0,-34.0,-34.0,-36.0,-52.0,-34.0,-27.0,-30.0,-24.0,-39.0,-38.0,-46.0,-39.0,-31.0,-30.0,-30.0,-35.0,-31.0,-44.0
25017,0.0,4.0,11.0,-4.0,2.0,2.0,-1.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,4.0,10.0,2.0,5.0,1.0,5.0,4.0,8.0,4.0,3.0,5.0,-9.0,-19.0,-23.0,-17.0,-33.0,-35.0,-43.0,-39.0,-49.0,-52.0,-43.0,-52.0,-56.0,-52.0,-53.0,-57.0,-64.0,-53.0,-49.0,-52.0,-55.0,-60.0,-58.0,-58.0,-50.0,-52.0,-55.0,-60.0,-56.0,-55.0
34021,0.0,2.0,9.0,-1.0,-1.0,1.0,0.0,8.0,3.0,2.0,-1.0,5.0,2.0,2.0,7.0,7.0,6.0,5.0,7.0,7.0,-2.0,9.0,6.0,7.0,5.0,5.0,5.0,-1.0,-9.0,-16.0,-11.0,-29.0,-33.0,-36.0,-35.0,-39.0,-56.0,-55.0,-47.0,-52.0,-45.0,-46.0,-56.0,-55.0,-49.0,-49.0,-46.0,-50.0,-62.0,-64.0,-66.0,-61.0,-61.0,-62.0,-63.0,-64.0,-63.0
04027,2.0,4.0,6.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,8.0,9.0,7.0,6.0,10.0,3.0,8.0,6.0,9.0,6.0,8.0,11.0,4.0,2.0,9.0,9.0,5.0,0.0,3.0,-1.0,-8.0,-17.0,-18.0,-24.0,-37.0,-40.0,-34.0,-34.0,-35.0,-38.0,-38.0,-42.0,-45.0,-36.0,-39.0,-42.0,-44.0,-43.0,-49.0,-52.0,-44.0,-44.0,-48.0,-45.0,-49.0,-51.0
05143,4.0,6.0,2.0,0.0,2.0,2.0,6.0,5.0,1.0,0.0,5.0,12.0,12.0,14.0,12.0,14.0,10.0,19.0,12.0,13.0,12.0,8.0,13.0,4.0,12.0,13.0,15.0,3.0,-15.0,-11.0,-10.0,-12.0,-16.0,-27.0,-28.0,-42.0,-45.0,-35.0,-32.0,-32.0,-30.0,-35.0,-45.0,-37.0,-35.0,-31.0,-29.0,-29.0,-35.0,-49.0,-45.0,-36.0,-33.0,-30.0,-32.0,-31.0,-43.0
05131,3.0,5.0,5.0,-1.0,3.0,4.0,3.0,3.0,-1.0,6.0,7.0,18.0,17.0,19.0,15.0,17.0,15.0,23.0,16.0,15.0,12.0,12.0,13.0,9.0,10.0,12.0,14.0,4.0,-4.0,-2.0,-2.0,-8.0,-9.0,-18.0,-24.0,-36.0,-44.0,-33.0,-33.0,-30.0,-31.0,-31.0,-42.0,-36.0,-35.0,-28.0,-22.0,-27.0,-31.0,-44.0,-42.0,-32.0,-32.0,-29.0,-29.0,-28.0,-39.0
05031,6.0,6.0,3.0,-3.0,0.0,2.0,1.0,4.0,0.0,2.0,5.0,22.0,22.0,19.0,24.0,20.0,14.0,21.0,14.0,18.0,11.0,10.0,14.0,4.0,12.0,8.0,7.0,5.0,-6.0,-3.0,-8.0,-13.0,-19.0,-21.0,-31.0,-45.0,-49.0,-35.0,-40.0,-37.0,-32.0,-37.0,-50.0,-32.0,-33.0,-30.0,-23.0,-29.0,-35.0,-48.0,-39.0,-32.0,-32.0,-32.0,-28.0,-32.0,-44.0
05119,-2.0,2.0,-1.0,-6.0,3.0,1.0,5.0,0.0,-5.0,4.0,9.0,14.0,16.0,18.0,19.0,21.0,14.0,20.0,15.0,17.0,14.0,11.0,15.0,5.0,14.0,9.0,11.0,-3.0,-16.0,-14.0,-12.0,-14.0,-19.0,-21.0,-27.0,-38.0,-45.0,-31.0,-33.0,-30.0,-29.0,-34.0,-46.0,-35.0,-35.0,-29.0,-23.0,-27.0,-31.0,-45.0,-38.0,-32.0,-34.0,-32.0,-31.0,-32.0,-41.0
05007,7.0,7.0,3.0,1.0,5.0,4.0,8.0,6.0,2.0,-2.0,5.0,10.0,13.0,16.0,15.0,13.0,8.0,14.0,11.0,13.0,13.0,10.0,12.0,1.0,10.0,12.0,13.0,7.0,-12.0,-9.0,-13.0,-15.0,-18.0,-28.0,-29.0,-40.0,-46.0,-35.0,-33.0,-29.0,-29.0,-34.0,-43.0,-36.0,-38.0,-32.0,-30.0,-32.0,-37.0,-50.0,-48.0,-39.0,-35.0,-29.0,-32.0,-30.0,-42.0
