,FIPS,Lat,Long_,01-22-2020,01-23-2020,01-24-2020,01-25-2020,01-26-2020,01-27-2020,01-28-2020,01-29-2020,01-30-2020,01-31-2020,02-01-2020,02-02-2020,02-03-2020,02-04-2020,02-05-2020,02-06-2020,02-07-2020,02-08-2020,02-09-2020,02-10-2020,02-11-2020,02-12-2020,02-13-2020,02-14-2020,02-15-2020,02-16-2020,02-17-2020,02-18-2020,02-19-2020,02-20-2020,02-21-2020,02-22-2020,02-23-2020,02-24-2020,02-25-2020,02-26-2020,02-27-2020,02-28-2020,02-29-2020,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,03-13-2020,03-14-2020,03-15-2020,03-16-2020,03-17-2020,03-18-2020,03-19-2020,03-20-2020,03-21-2020,03-22-2020,03-23-2020,03-24-2020,03-25-2020,03-26-2020,03-27-2020,03-28-2020,03-29-2020,03-30-2020,03-31-2020,04-01-2020,04-02-2020,04-03-2020,04-04-2020,04-05-2020,04-06-2020,04-07-2020,04-08-2020,04-09-2020,04-10-2020,04-11-2020,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-20-2020,04-21-2020,04-22-2020
87,55079,43.00486062,-87.96733172,30,19,37,29,24,31,34,35,30,29,20,29,31,27,29,21,34,35,36,28,31,30,31,34,37,33,36,40,37,34,36,41,44,40,26,35,37,37,38,42,49,38,43,38,33,41,43,NAN,NAN,31,40,43,44,39,44,39,40,31,38,38,42,31,39,33,42,43,41,29,45,41,39,46,44,35,43,48,45,51,45,42,47,49,44,46,46,45,54,44,49,44,46,48
88,53053,47.03892768,-122.14059579999999,30,18,25,37,28,19,32,36,32,33,29,25,24,17,25,31,NAN,NAN,NAN,31,22,35,22,32,33,31,38,33,37,34,33,38,42,46,34,43,37,36,35,34,44,43,36,37,40,40,40,41,40,37,37,36,36,44,40,31,41,37,31,38,40,39,37,39,42,43,41,43,42,41,38,31,39,35,36,42,45,38,41,33,38,46,44,43,44,40,43,44,49,39,43,41
89,48201,29.85864939,-95.39339521,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
90,53077,46.45738486,-120.73801259999999,23,20,31,31,30,37,21,17,11,19,36,43,35,30,18,27,36,36,34,17,25,21,31,32,27,31,25,27,27,31,35,37,31,40,35,33,40,39,67,44,31,20,35,40,39,38,45,29,36,31,34,23,26,19,14,24,22,29,27,20,14,14,37,36,35,36,32,35,35,38,49,42,39,6,35,36,25,31,33,42,41,42,31,35,41,46,39,28,15,26,51,38
91,48453,30.33432034,-97.78535620000001,35,35,35,37,37,35,40,39,40,40,38,37,42,38,36,35,34,35,43,30,36,40,36,38,43,42,37,41,36,30,31,27,41,44,40,NAN,41,40,43,43,42,43,46,44,44,44,35,45,38,31,33,40,41,43,48,42,41,44,39,43,50,58,54,51,41,49,44,48,48,49,50,45,48,45,47,50,46,51,50,61,64,44,34,50,46,48,51,51,48,51,58,58
92,49035,40.66616532,-111.92160109999999,23,7,31,30,19,21,36,33,23,20,16,23,22,9,27,7,31,34,33,22,28,30,24,31,32,33,32,41,33,31,31,31,39,46,31,34,34,32,38,37,45,35,39,34,31,37,37,46,31,34,33,41,39,36,42,35,38,31,35,37,36,33,35,34,42,41,38,32,31,33,39,41,30,34,37,41,44,44,43,38,41,48,40,40,42,41,44,39,45,37,40,40
93,53033,47.49137892,-121.8346131,40,31,31,33,34,36,34,42,39,36,31,40,43,41,32,31,39,49,46,36,45,33,39,44,50,67,50,37,45,42,40,41,40,40,41,43,35,34,44,43,37,39,40,41,38,42,41,35,31,34,21,34,40,43,40,44,33,39,NAN,43,44,45,46,47,44,44,47,50,47,43,77,48,67,51,40,31,33,42,39,33,41,40,36,46,45,71,51,40,46,49,49,71
94,53061,48.04615983,-121.7170703,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
95,42069,41.43564672,-75.60379201,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,30,31,31,42,33,35,38,35,36,37,42,40,36,36,37,38,38,37,40,31,36,35,32,37,44,39,31,27,28,37,31,39,36,36,32,27,32,34,37,34,38,41,31,34,28,33,31,25,34,42,40,34,35,43,31,42,39,40,46,45,38,38,37,39,38,47,39,45,36,37
96,45079,34.01791263,-80.90267209,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,30,31,31,42,33,35,38,35,36,37,42,40,36,36,37,38,38,37,40,31,36,35,32,37,44,39,31,27,28,37,31,39,36,36,32,27,32,34,37,34,38,41,31,34,28,33,31,25,34,42,40,34,35,43,31,42,39,40,46,45,38,38,37,39,38,47,39,45,36,37
97,04019,32.0971334,-111.7890033,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,19,19,21,19,25,15,19,20,19,18,21,23,20,20,21,19,20,24,25,15,12,19,24,22,15,19,20,19,10,20,16,19,18,11,17,11,17,19,20,23,21,20,19,19,16,19,24,14,15,29,19,21,26,23,23,19,20,25,26,27,27,25,23,24
98,06075,37.75215114,-122.43856720000001,23,18,22,13,22,22,21,27,27,23,21,31,26,26,31,30,31,30,31,24,31,26,30,32,30,37,35,35,36,36,36,35,36,39,37,37,37,39,39,35,33,32,35,34,35,36,39,38,31,32,28,38,32,40,36,34,29,27,35,36,38,34,40,37,33,31,26,37,31,27,38,42,43,35,34,41,36,42,40,41,44,42,38,39,37,39,40,45,39,42,36,39
99,08041,38.83240149,-104.5251411,28,19,15,22,28,27,27,27,25,25,23,33,28,31,31,31,31,28,29,30,33,31,30,26,26,36,27,33,35,34,34,33,36,35,34,33,34,35,36,40,34,29,34,36,31,34,42,36,29,23,29,36,30,35,32,34,24,21,30,32,34,NAN,32,35,28,29,24,32,31,25,26,34,36,28,31,41,38,36,36,33,44,38,36,35,34,37,37,43,37,44,34,31
100,08001,39.87432092,-104.3362578,24,26,19,21,28,31,28,24,23,26,24,35,30,NAN,33,NAN,29,28,26,27,31,27,33,33,33,41,36,42,42,40,38,40,40,43,37,43,43,41,38,45,37,35,39,36,34,37,45,36,34,25,33,40,32,41,33,41,30,25,36,37,37,38,39,41,29,35,31,34,36,24,28,40,46,26,43,44,45,37,40,33,47,41,40,37,37,40,43,46,41,46,39,36
101,12071,26.58410348,-81.88399313,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,33,31,28,39,33,37,39,38,38,34,37,37,38,38,37,39,40,42,39,34,39,34,34,36,42,35,33,22,32,39,35,41,30,41,24,19,36,35,37,36,36,39,32,31,28,36,37,25,23,41,46,26,45,45,43,40,42,34,47,40,40,38,39,42,41,45,44,47,42,35
102,09009,41.408032500000004,-72.93620426,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
103,12057,27.9276559,-82.32013172,28,19,15,22,28,27,27,27,25,25,23,33,28,31,31,31,31,28,29,30,33,31,30,26,26,36,27,33,35,34,34,33,36,35,34,33,34,35,36,40,34,29,34,36,31,34,42,36,29,23,29,36,30,35,32,34,24,21,30,32,34,NAN,32,35,28,29,24,32,31,25,26,34,36,28,31,41,38,36,36,33,44,38,36,35,34,37,37,43,37,44,34,31
104,13089,33.76944049,-84.22396017,27,17,25,25,14,27,25,23,28,22,31,31,30,31,28,34,27,31,29,29,31,30,31,32,30,31,30,33,30,34,35,34,36,33,35,34,34,36,41,43,33,41,37,40,38,45,45,31,29,40,34,34,34,32,26,25,20,31,35,38,26,23,27,37,43,20,44,45,43,50,54,44,27,30,31,32,64,100,45,43,44,35,40,45,45,34,43,44,44,46,44,40
105,13095,31.53328528,-84.21722377,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,36,34,35,37,44,41,37,35,35,37,39,38,35,39,40,34,39,40,42,23,32,35,35,37,31,34,30,33,23,30,31,32,33,16,33,27,34,36,32,38,44,40,34,40,26,36,44,26,31,44,36,37,58,35,41,37,38,43,44,44,42,38,41,44
106,47157,35.1864775,-89.89692423,20,11,19,26,19,18,17,17,9,11,22,33,33,25,19,31,32,27,29,19,27,22,27,25,26,30,15,27,27,31,28,34,38,19,30,34,36,33,36,44,34,40,40,40,38,43,47,36,26,28,31,35,35,34,26,24,19,29,29,37,24,26,26,40,36,33,38,44,44,44,41,48,44,23,32,35,39,71,46,44,42,33,38,45,43,45,36,46,48,46,44,44
107,44007,41.87064746,-71.57753536,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,32,33,39,44,36,39,36,38,38,45,45,23,26,36,31,36,34,31,26,20,18,31,34,39,24,24,28,35,21,15,35,44,41,49,NAN,38,28,29,33,25,51,44,43,41,43,34,41,43,44,35,44,43,38,44,42,41
108,42011,40.41570541,-75.92457766,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,48,47,49,44,36,34,40,42,44,40,40,41,37,36,35,40,44,33,29,33,30,30,31,32,37,41,48,33,36,41,47,38,45,47,67,48,44,45,35,33,40,42,49,28,47,34,41,54,44,31,30,35,45,45
109,46099,43.67441641,-96.7910885,29,25,28,29,28,15,27,24,27,23,31,38,44,27,22,22,35,37,38,22,11,19,31,32,39,33,24,19,16,31,35,39,33,27,31,NAN,37,42,44,49,33,30,41,41,41,38,44,38,33,32,34,25,29,25,31,39,31,31,31,20,25,20,26,33,49,37,39,39,35,39,45,44,45,32,43,37,23,24,39,44,44,36,27,37,42,46,42,30,33,34,44,35
