,FIPS,Combined_Key,Flagged Dates,Value Day 1,Value Day 2
446,90039.0,"Unassigned, Ohio, US",4/11/20,18,0
447,90039.0,"Unassigned, Ohio, US",4/17/20,16,0
448,90040.0,"Unassigned, Oklahoma, US",4/2/20,1,0
449,90040.0,"Unassigned, Oklahoma, US",4/19/20,5,0
450,90041.0,"Unassigned, Oregon, US",4/11/20,1,0
451,90044.0,"Unassigned, Rhode Island, US",4/3/20,12,11
452,90047.0,"Unassigned, Tennessee, US",4/2/20,11,0
453,90049.0,"Unassigned, Utah, US",4/13/20,5,0
454,90049.0,"Unassigned, Utah, US",4/17/20,7,0
455,90050.0,"Unassigned, Vermont, US",3/20/20,1,0
456,90050.0,"Unassigned, Vermont, US",3/24/20,3,2
457,90050.0,"Unassigned, Vermont, US",4/9/20,18,0
458,90050.0,"Unassigned, Vermont, US",4/11/20,1,0
459,90050.0,"Unassigned, Vermont, US",4/20/20,1,0
460,90051.0,"Unassigned, Virginia, US",3/30/20,5,0
461,90051.0,"Unassigned, Virginia, US",4/8/20,50,42
462,90051.0,"Unassigned, Virginia, US",4/12/20,91,62
463,90051.0,"Unassigned, Virginia, US",4/16/20,101,77
464,90051.0,"Unassigned, Virginia, US",4/17/20,77,67
465,90051.0,"Unassigned, Virginia, US",4/22/20,140,0
466,90054.0,"Unassigned, West Virginia, US",4/3/20,1,0
467,90054.0,"Unassigned, West Virginia, US",4/23/20,20,0
468,90055.0,"Unassigned, Wisconsin, US",4/3/20,5,4
469,90055.0,"Unassigned, Wisconsin, US",4/5/20,4,0
470,99999.0,"Grand Princess, US",4/12/20,3,0
